id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
150,Bloques,ConstructTech Bloques,ConstructTech,ConstructTech - Bloques estructural para construcción profesional,saco,433.25,Mármol,Alta,Fácil,Bajo,Sí,True,216.62,Sí,EUR
151,Cemento,BuildPro Cemento,BuildPro,BuildPro - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Laminado,Media,Compleja,Alto,No,True,9.0,Sí,EUR
152,Grava,HomeBuilder Grava,HomeBuilder,HomeBuilder - Grava clasificada para construcción profesional,saco (25 kg),2.8,Cerámica,Baja,Media,Alto,No,True,5.6,No,EUR
153,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques estructural para construcción profesional,kg,714.68,Cerámica,Media,Fácil,Medio,No,True,14293.6,Sí,EUR
154,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos térmico para construcción profesional,saco,784.31,Vinilo,Baja,Fácil,Alto,Sí,True,392.16,Sí,EUR
155,Madera,BuildPro Madera,BuildPro,BuildPro - Madera uso profesional para construcción profesional,unidad,905.81,Piedra Natural,Alta,Compleja,Alto,No,True,905.81,Sí,EUR
156,Cable eléctrico,ConstructTech Cable eléctrico,ConstructTech,ConstructTech - Cable eléctrico alta calidad para construcción profesional,litro,730.67,Piedra Natural,Alta,Media,Medio,No,True,730.67,Sí,EUR
157,Pintura,ProConstruct Pintura,ProConstruct,ProConstruct - Pintura uso profesional para construcción profesional,m³,40.33,Cerámica,Alta,Media,Bajo,Sí,True,40.33,Sí,EUR
158,Selladores,MaxiMaterials Selladores,MaxiMaterials,MaxiMaterials - Selladores alta calidad para construcción profesional,m³,951.54,Cerámica,Media,Media,Alto,Sí,True,951.54,No,EUR
159,Tornillos,HomeQuality Tornillos,HomeQuality,HomeQuality - Tornillos alta calidad para construcción profesional,unidad,753.51,Piedra Natural,Media,Media,Medio,No,True,753.51,No,EUR
160,Cable eléctrico,EliteTools Cable eléctrico,EliteTools,EliteTools - Cable eléctrico uso profesional para construcción profesional,unidad,534.5,Vinilo,Baja,Compleja,Medio,Sí,True,534.5,Sí,EUR
161,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores resistente para construcción profesional,saco,136.98,Vinilo,Alta,Media,Medio,No,True,68.49,No,EUR
162,Cable eléctrico,HomeQuality Cable eléctrico,HomeQuality,HomeQuality - Cable eléctrico uso profesional para construcción profesional,unidad,275.87,Laminado,Baja,Media,Bajo,Sí,True,275.87,No,EUR
163,Grava,ProConstruct Grava,ProConstruct,"ProConstruct - Grava 3/4"" para construcción profesional",saco (25 kg),2.8,Cerámica,Media,Fácil,Alto,Sí,True,5.6,No,EUR
164,Arena,ProConstruct Arena,ProConstruct,ProConstruct - Arena fina para construcción profesional,saco (25 kg),2.5,Cerámica,Baja,Media,Medio,No,True,5.0,No,EUR
165,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos uso profesional para construcción profesional,rollo,288.53,Cerámica,Alta,Fácil,Bajo,No,True,288.53,Sí,EUR
166,Pintura,BuildPro Pintura,BuildPro,BuildPro - Pintura resistente para construcción profesional,metro lineal,473.48,Cerámica,Media,Fácil,Alto,Sí,True,473.48,No,EUR
167,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos cara vista para construcción profesional,saco,930.58,Piedra Natural,Media,Media,Alto,Sí,True,465.29,No,EUR
168,Madera,EliteTools Madera,EliteTools,EliteTools - Madera uso profesional para construcción profesional,litro,595.16,Piedra Natural,Media,Media,Bajo,Sí,True,595.16,Sí,EUR
169,Cable eléctrico,ConstructTech Cable eléctrico,ConstructTech,ConstructTech - Cable eléctrico uso profesional para construcción profesional,rollo,631.46,Laminado,Alta,Media,Alto,No,True,631.46,Sí,EUR
170,Grava,ConstructTech Grava,ConstructTech,"ConstructTech - Grava 3/4"" para construcción profesional",saco (25 kg),2.8,Vinilo,Alta,Fácil,Alto,Sí,True,5.6,No,EUR
171,Tubería,ProConstruct Tubería,ProConstruct,ProConstruct - Tubería uso profesional para construcción profesional,m²,708.81,Mármol,Baja,Media,Medio,Sí,True,708.81,No,EUR
172,Clavos,Construmax Clavos,Construmax,Construmax - Clavos alta calidad para construcción profesional,unidad,26.82,Piedra Natural,Baja,Compleja,Medio,No,True,26.82,No,EUR
173,Tornillos,MaxiMaterials Tornillos,MaxiMaterials,MaxiMaterials - Tornillos resistente para construcción profesional,m³,904.37,Cerámica,Media,Fácil,Medio,Sí,True,904.37,Sí,EUR
174,Ladrillos,BuildMaster Ladrillos,BuildMaster,BuildMaster - Ladrillos térmico para construcción profesional,litro,19.61,Mármol,Media,Media,Bajo,Sí,True,19.61,Sí,EUR
175,Varillas,BuildPro Varillas,BuildPro,BuildPro - Varillas durable para construcción profesional,unidad,968.07,Parquet,Media,Compleja,Bajo,No,True,968.07,Sí,EUR
176,Impermeabilizantes,ProConstruct Impermeabilizantes,ProConstruct,ProConstruct - Impermeabilizantes durable para construcción profesional,unidad,120.41,Laminado,Alta,Fácil,Bajo,No,True,120.41,Sí,EUR
177,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería durable para construcción profesional,rollo,726.84,Laminado,Media,Compleja,Alto,Sí,True,726.84,No,EUR
178,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Parquet,Alta,Compleja,Alto,Sí,True,9.0,Sí,EUR
179,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera uso profesional para construcción profesional,saco,534.43,Cerámica,Alta,Compleja,Medio,Sí,True,267.21,Sí,EUR
180,Azulejos,Construmax Azulejos,Construmax,Construmax - Azulejos uso profesional para construcción profesional,m³,995.41,Piedra Natural,Alta,Media,Medio,No,True,995.41,No,EUR
181,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena lavada para construcción profesional,saco (25 kg),2.5,Piedra Natural,Media,Media,Medio,No,True,5.0,Sí,EUR
182,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos macizo para construcción profesional,metro lineal,371.91,Parquet,Alta,Fácil,Medio,No,True,371.91,No,EUR
183,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos cara vista para construcción profesional,kg,260.68,Parquet,Media,Media,Medio,Sí,True,5213.6,Sí,EUR
184,Cemento,BuildMaster Cemento,BuildMaster,BuildMaster - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Piedra Natural,Alta,Compleja,Bajo,No,True,9.0,Sí,EUR
185,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,metro lineal,823.48,Cerámica,Alta,Compleja,Bajo,No,True,823.48,No,EUR
186,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos térmico para construcción profesional,m³,640.14,Laminado,Media,Media,Bajo,Sí,True,640.14,No,EUR
187,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,litro,104.47,Vinilo,Alta,Compleja,Medio,No,True,104.47,Sí,EUR
188,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico durable para construcción profesional,metro lineal,615.38,Vinilo,Media,Fácil,Bajo,No,True,615.38,No,EUR
189,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas resistente para construcción profesional,rollo,29.13,Parquet,Alta,Fácil,Medio,No,True,29.13,No,EUR
190,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos macizo para construcción profesional,saco,887.07,Vinilo,Media,Media,Bajo,Sí,True,443.54,Sí,EUR
191,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores resistente para construcción profesional,rollo,256.61,Parquet,Baja,Fácil,Medio,No,True,256.61,Sí,EUR
192,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes uso profesional para construcción profesional,m³,522.61,Laminado,Baja,Fácil,Alto,No,True,522.61,Sí,EUR
193,Azulejos,Construmax Azulejos,Construmax,Construmax - Azulejos uso profesional para construcción profesional,kg,812.39,Parquet,Alta,Compleja,Medio,No,True,16247.8,Sí,EUR
194,Clavos,HomeQuality Clavos,HomeQuality,HomeQuality - Clavos durable para construcción profesional,m²,37.34,Vinilo,Alta,Compleja,Medio,Sí,True,37.34,No,EUR
195,Impermeabilizantes,HomeBuilder Impermeabilizantes,HomeBuilder,HomeBuilder - Impermeabilizantes resistente para construcción profesional,m²,609.05,Vinilo,Media,Media,Alto,Sí,True,609.05,Sí,EUR
196,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos macizo para construcción profesional,litro,762.89,Parquet,Media,Media,Bajo,Sí,True,762.89,No,EUR
197,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos refractario para construcción profesional,kg,237.17,Mármol,Alta,Media,Medio,No,True,4743.4,No,EUR
198,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,unidad,757.91,Parquet,Baja,Fácil,Alto,No,True,757.91,No,EUR
199,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos uso profesional para construcción profesional,rollo,114.97,Mármol,Alta,Media,Medio,No,True,114.97,Sí,EUR
200,Madera,BuildPro Madera,BuildPro,BuildPro - Madera durable para construcción profesional,litro,499.57,Vinilo,Baja,Media,Medio,Sí,True,499.57,No,EUR
201,Arena,HomeBuilder Arena,HomeBuilder,HomeBuilder - Arena lavada para construcción profesional,saco (25 kg),2.5,Vinilo,Alta,Media,Medio,No,True,5.0,Sí,EUR
202,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera durable para construcción profesional,kg,143.37,Laminado,Alta,Compleja,Medio,Sí,True,2867.4,Sí,EUR
203,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura uso profesional para construcción profesional,unidad,998.84,Vinilo,Alta,Media,Alto,No,True,998.84,No,EUR
204,Ladrillos,ConstructTech Ladrillos,ConstructTech,ConstructTech - Ladrillos cara vista para construcción profesional,m²,545.27,Piedra Natural,Baja,Compleja,Alto,No,True,545.27,No,EUR
205,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico durable para construcción profesional,m²,979.48,Parquet,Alta,Compleja,Bajo,Sí,True,979.48,Sí,EUR
206,Pintura,MasterBuild Pintura,MasterBuild,MasterBuild - Pintura resistente para construcción profesional,litro,47.1,Laminado,Baja,Compleja,Medio,Sí,True,47.1,No,EUR
207,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura uso profesional para construcción profesional,unidad,724.89,Cerámica,Baja,Media,Bajo,Sí,True,724.89,No,EUR
208,Impermeabilizantes,Construmax Impermeabilizantes,Construmax,Construmax - Impermeabilizantes uso profesional para construcción profesional,kg,958.61,Parquet,Baja,Compleja,Alto,No,True,19172.2,No,EUR
209,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera resistente para construcción profesional,metro lineal,38.98,Vinilo,Media,Media,Bajo,No,True,38.98,Sí,EUR
210,Madera,ProConstruct Madera,ProConstruct,ProConstruct - Madera durable para construcción profesional,litro,699.77,Piedra Natural,Media,Media,Alto,Sí,True,699.77,No,EUR
211,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes alta calidad para construcción profesional,m²,751.84,Vinilo,Media,Media,Bajo,Sí,True,751.84,No,EUR
212,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos uso profesional para construcción profesional,m²,507.31,Vinilo,Alta,Compleja,Medio,No,True,507.31,No,EUR
213,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,m²,697.88,Piedra Natural,Baja,Compleja,Bajo,No,True,697.88,Sí,EUR
214,Clavos,ProConstruct Clavos,ProConstruct,ProConstruct - Clavos durable para construcción profesional,litro,549.72,Cerámica,Alta,Fácil,Medio,Sí,True,549.72,Sí,EUR
215,Azulejos,MaxiMaterials Azulejos,MaxiMaterials,MaxiMaterials - Azulejos uso profesional para construcción profesional,metro lineal,392.19,Cerámica,Alta,Media,Medio,Sí,True,392.19,No,EUR
216,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura uso profesional para construcción profesional,saco,261.14,Cerámica,Media,Compleja,Alto,Sí,True,130.57,No,EUR
217,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera uso profesional para construcción profesional,metro lineal,864.39,Parquet,Media,Compleja,Bajo,No,True,864.39,Sí,EUR
218,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes uso profesional para construcción profesional,m³,160.55,Cerámica,Baja,Compleja,Medio,Sí,True,160.55,Sí,EUR
219,Clavos,ConstructTech Clavos,ConstructTech,ConstructTech - Clavos durable para construcción profesional,kg,73.05,Mármol,Media,Fácil,Bajo,Sí,True,1461.0,Sí,EUR
220,Impermeabilizantes,MaxiMaterials Impermeabilizantes,MaxiMaterials,MaxiMaterials - Impermeabilizantes uso profesional para construcción profesional,saco,248.65,Laminado,Baja,Media,Medio,No,True,124.32,No,EUR
221,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,metro lineal,789.68,Parquet,Alta,Media,Alto,Sí,True,789.68,Sí,EUR
222,Madera,HomeQuality Madera,HomeQuality,HomeQuality - Madera alta calidad para construcción profesional,unidad,441.88,Laminado,Alta,Compleja,Alto,No,True,441.88,Sí,EUR
223,Madera,BuildPro Madera,BuildPro,BuildPro - Madera uso profesional para construcción profesional,metro lineal,546.68,Piedra Natural,Baja,Media,Alto,No,True,546.68,Sí,EUR
224,Tubería,Construmax Tubería,Construmax,Construmax - Tubería uso profesional para construcción profesional,metro lineal,228.06,Laminado,Media,Media,Bajo,No,True,228.06,No,EUR
225,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes alta calidad para construcción profesional,saco,223.53,Cerámica,Media,Fácil,Bajo,No,True,111.76,Sí,EUR
226,Varillas,Construmax Varillas,Construmax,Construmax - Varillas durable para construcción profesional,m²,956.23,Piedra Natural,Alta,Compleja,Medio,Sí,True,956.23,Sí,EUR
227,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques estructural para construcción profesional,m²,171.15,Laminado,Media,Compleja,Medio,Sí,True,171.15,No,EUR
228,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores durable para construcción profesional,litro,864.24,Laminado,Alta,Fácil,Alto,Sí,True,864.24,No,EUR
229,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques ligero para construcción profesional,m³,934.17,Mármol,Baja,Fácil,Alto,No,True,934.17,No,EUR
230,Azulejos,HomeQuality Azulejos,HomeQuality,HomeQuality - Azulejos alta calidad para construcción profesional,unidad,910.23,Vinilo,Media,Media,Alto,Sí,True,910.23,No,EUR
231,Grava,HomeBuilder Grava,HomeBuilder,HomeBuilder - Grava triturada para construcción profesional,saco (25 kg),2.8,Parquet,Baja,Fácil,Medio,Sí,True,5.6,No,EUR
232,Impermeabilizantes,HomeBuilder Impermeabilizantes,HomeBuilder,HomeBuilder - Impermeabilizantes durable para construcción profesional,m³,154.69,Piedra Natural,Media,Compleja,Alto,Sí,True,154.69,No,EUR
233,Arena,MasterBuild Arena,MasterBuild,MasterBuild - Arena lavada para construcción profesional,saco (25 kg),2.5,Mármol,Media,Media,Medio,No,True,5.0,Sí,EUR
234,Madera,HomeQuality Madera,HomeQuality,HomeQuality - Madera durable para construcción profesional,unidad,17.21,Cerámica,Baja,Media,Bajo,Sí,True,17.21,No,EUR
235,Tornillos,HomeQuality Tornillos,HomeQuality,HomeQuality - Tornillos resistente para construcción profesional,saco,713.78,Parquet,Baja,Fácil,Bajo,No,True,356.89,Sí,EUR
236,Cemento,MasterBuild Cemento,MasterBuild,MasterBuild - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Laminado,Alta,Compleja,Alto,Sí,True,9.0,Sí,EUR
237,Arena,BuildPro Arena,BuildPro,BuildPro - Arena gruesa para construcción profesional,saco (25 kg),2.5,Piedra Natural,Alta,Compleja,Medio,No,True,5.0,Sí,EUR
238,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura uso profesional para construcción profesional,metro lineal,794.81,Cerámica,Media,Fácil,Bajo,Sí,True,794.81,No,EUR
239,Selladores,Construmax Selladores,Construmax,Construmax - Selladores durable para construcción profesional,litro,903.9,Vinilo,Alta,Fácil,Medio,No,True,903.9,Sí,EUR
240,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento uso general para construcción profesional,saco (25 kg),4.5,Parquet,Media,Fácil,Bajo,No,True,9.0,Sí,EUR
241,Cable eléctrico,HomeQuality Cable eléctrico,HomeQuality,HomeQuality - Cable eléctrico uso profesional para construcción profesional,m²,576.49,Piedra Natural,Media,Compleja,Bajo,Sí,True,576.49,Sí,EUR
242,Grava,EliteTools Grava,EliteTools,"EliteTools - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Parquet,Baja,Fácil,Bajo,No,True,5.6,Sí,EUR
243,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería durable para construcción profesional,rollo,876.06,Vinilo,Baja,Compleja,Alto,Sí,True,876.06,No,EUR
244,Pintura,HomeQuality Pintura,HomeQuality,HomeQuality - Pintura alta calidad para construcción profesional,m³,725.6,Vinilo,Alta,Compleja,Alto,No,True,725.6,No,EUR
245,Pintura,HomeBuilder Pintura,HomeBuilder,HomeBuilder - Pintura resistente para construcción profesional,unidad,106.49,Vinilo,Alta,Compleja,Medio,Sí,True,106.49,Sí,EUR
246,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos resistente para construcción profesional,unidad,79.11,Parquet,Alta,Media,Medio,No,True,79.11,Sí,EUR
247,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería alta calidad para construcción profesional,unidad,509.23,Piedra Natural,Alta,Compleja,Medio,No,True,509.23,Sí,EUR
248,Clavos,EliteTools Clavos,EliteTools,EliteTools - Clavos alta calidad para construcción profesional,rollo,579.01,Parquet,Media,Compleja,Bajo,No,True,579.01,Sí,EUR
249,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico alta calidad para construcción profesional,m³,223.1,Mármol,Alta,Media,Alto,Sí,True,223.1,No,EUR
250,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,kg,759.22,Mármol,Media,Fácil,Bajo,No,True,15184.4,No,EUR
251,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,litro,445.93,Parquet,Media,Media,Medio,No,True,445.93,Sí,EUR
252,Pintura,BuildPro Pintura,BuildPro,BuildPro - Pintura durable para construcción profesional,m²,635.95,Laminado,Alta,Fácil,Medio,No,True,635.95,No,EUR
253,Cable eléctrico,ConstructTech Cable eléctrico,ConstructTech,ConstructTech - Cable eléctrico resistente para construcción profesional,rollo,831.55,Parquet,Baja,Compleja,Bajo,No,True,831.55,No,EUR
